model,dataset,condition,layer,head,entropy_clean,entropy_noisy,entropy_delta,query_mass_clean,query_mass_noisy,query_mass_delta
llama,qtsumm,noise_2_word_dropout,3,23,1.4562670052051545,1.4502925276756287,-0.005974477529525757,0.28457158207893374,0.2746520280838013,-0.009919553995132446
llama,qtsumm,noise_2_word_dropout,3,24,0.4534370228648186,0.4432641342282295,-0.01017288863658905,0.2567880779504776,0.25742308497428895,0.0006350070238113403
llama,qtsumm,noise_2_word_dropout,3,25,1.052160456776619,1.0540264785289764,0.001866021752357483,0.28143455982208254,0.2823078393936157,0.0008732795715332032
llama,qtsumm,noise_2_word_dropout,3,26,0.5686110571026802,0.5619507268071174,-0.006660330295562744,0.2572058320045471,0.25662811696529386,-0.0005777150392532349
llama,qtsumm,noise_2_word_dropout,3,27,1.3797995269298553,1.3907264590263366,0.010926932096481323,0.2630670815706253,0.2615144670009613,-0.0015526145696640014
llama,qtsumm,noise_2_word_dropout,3,28,1.4944100737571717,1.4923702418804168,-0.0020398318767547606,0.30854529738426206,0.308580082654953,3.478527069091797e-05
llama,qtsumm,noise_2_word_dropout,3,29,1.7137064337730408,1.709967428445816,-0.0037390053272247314,0.373659685254097,0.36238220036029817,-0.011277484893798827
llama,qtsumm,noise_2_word_dropout,3,30,1.660951018333435,1.6636095583438872,0.0026585400104522706,0.3083588361740112,0.3017874240875244,-0.006571412086486816
llama,qtsumm,noise_2_word_dropout,3,31,0.9809443861246109,0.9710353225469589,-0.009909063577651978,0.27702705562114716,0.2739227682352066,-0.003104287385940552
llama,qtsumm,noise_2_word_dropout,4,0,1.3255212664604188,1.3409489631652831,0.015427696704864501,0.2814143240451813,0.2764772057533264,-0.004937118291854859
llama,qtsumm,noise_2_word_dropout,4,1,1.0071367919445038,0.9857467174530029,-0.021390074491500856,0.34918870627880094,0.329414102435112,-0.019774603843688964
llama,qtsumm,noise_2_word_dropout,4,2,1.0547047972679138,1.0557192355394363,0.001014438271522522,0.33761432468891145,0.33026182949543,-0.007352495193481445
llama,qtsumm,noise_2_word_dropout,4,3,0.5873584896326065,0.5851022511720657,-0.0022562384605407716,0.33999825119972227,0.31884639859199526,-0.02115185260772705
llama,qtsumm,noise_2_word_dropout,4,4,0.8177804768085479,0.8062737286090851,-0.011506748199462891,0.2793484807014465,0.27743462920188905,-0.001913851499557495
llama,qtsumm,noise_2_word_dropout,4,5,1.940495091676712,1.9386998891830445,-0.0017952024936676025,0.31476207077503204,0.3006842643022537,-0.01407780647277832
llama,qtsumm,noise_2_word_dropout,4,6,2.5608091950416565,2.572796142101288,0.011986947059631348,0.3544232755899429,0.3605007082223892,0.006077432632446289
llama,qtsumm,noise_2_word_dropout,4,7,1.1305431604385376,1.1236021786928176,-0.00694098174571991,0.28292666375637054,0.28295397460460664,2.7310848236083984e-05
llama,qtsumm,noise_2_word_dropout,4,8,1.7255542576313019,1.7223011255264282,-0.0032531321048736572,0.33155966103076934,0.3238321214914322,-0.0077275395393371586
llama,qtsumm,noise_2_word_dropout,4,9,1.31470088660717,1.3076723754405974,-0.007028511166572571,0.3173924297094345,0.31163565814495087,-0.005756771564483643
llama,qtsumm,noise_2_word_dropout,4,10,1.6527859091758728,1.6340228617191315,-0.018763047456741334,0.36751642227172854,0.3474896430969238,-0.020026779174804686
llama,qtsumm,noise_2_word_dropout,4,11,1.3766377806663512,1.3790729701519013,0.0024351894855499266,0.27550352215766905,0.27341641783714293,-0.0020871043205261232
llama,qtsumm,noise_2_word_dropout,4,12,0.7095903396606446,0.7079309225082397,-0.0016594171524047852,0.2589806266594678,0.257845371356234,-0.001135255303233862
llama,qtsumm,noise_2_word_dropout,4,13,1.241615092754364,1.237894630432129,-0.0037204623222351074,0.28199343383312225,0.28018576204776763,-0.0018076717853546143
llama,qtsumm,noise_2_word_dropout,4,14,0.5563338920474052,0.5596021264791489,0.003268234431743622,0.2570357182063162,0.25619995398446915,-0.0008357642218470573
llama,qtsumm,noise_2_word_dropout,4,15,1.9772672176361084,1.9671095490455628,-0.010157668590545654,0.4840319067239761,0.453439274430275,-0.030592632293701173
llama,qtsumm,noise_2_word_dropout,4,16,1.510962188243866,1.5243014216423034,0.0133392333984375,0.25669201873242853,0.2571668181568384,0.00047479942440986633
llama,qtsumm,noise_2_word_dropout,4,17,1.0641309112310409,1.054139357805252,-0.00999155342578888,0.2726082012057304,0.2660767212510109,-0.006531479954719544
llama,qtsumm,noise_2_word_dropout,4,18,0.7969660282135009,0.7942430913448334,-0.0027229368686676027,0.28253619372844696,0.27881632149219515,-0.003719872236251831
llama,qtsumm,noise_2_word_dropout,4,19,2.265276300907135,2.289602202177048,0.02432590126991272,0.2922707498073578,0.29264037013053895,0.00036962032318115233
llama,qtsumm,noise_2_word_dropout,4,20,1.5372509479522705,1.5336391031742096,-0.003611844778060913,0.3103049099445343,0.29911388754844664,-0.011191022396087647
llama,qtsumm,noise_2_word_dropout,4,21,0.7169840812683106,0.7227665930986404,0.005782511830329895,0.3137303560972214,0.3081441730260849,-0.005586183071136475
llama,qtsumm,noise_2_word_dropout,4,22,1.6831468403339387,1.6762562930583953,-0.006890547275543213,0.32468950748443604,0.32277157306671145,-0.0019179344177246093
llama,qtsumm,noise_2_word_dropout,4,23,2.2350782632827757,2.234061521291733,-0.0010167419910430907,0.3136940896511078,0.31147612929344176,-0.0022179603576660155
llama,qtsumm,noise_2_word_dropout,4,24,0.8649789839982986,0.8599032819271087,-0.00507570207118988,0.291450223326683,0.289137065410614,-0.0023131579160690307
llama,qtsumm,noise_2_word_dropout,4,25,1.1735700219869614,1.1856219708919524,0.01205194890499115,0.3150568723678589,0.3205657124519348,0.005508840084075928
llama,qtsumm,noise_2_word_dropout,4,26,1.6338212728500365,1.63152414560318,-0.0022971272468566895,0.29329049289226533,0.286276838183403,-0.007013654708862305
llama,qtsumm,noise_2_word_dropout,4,27,1.2402071416378022,1.2378951549530028,-0.002311986684799194,0.3179395169019699,0.3215813308954239,0.0036418139934539795
llama,qtsumm,noise_2_word_dropout,4,28,1.1823739469051362,1.2074883878231049,0.02511444091796875,0.3755948930978775,0.35729011595249177,-0.018304777145385743
llama,qtsumm,noise_2_word_dropout,4,29,1.2316126555204392,1.2593817859888077,0.02776913046836853,0.3458331346511841,0.3211014896631241,-0.02473164498806
llama,qtsumm,noise_2_word_dropout,4,30,0.9188046395778656,0.9312643766403198,0.012459737062454224,0.2909782141447067,0.29016540944576263,-0.0008128046989440918
llama,qtsumm,noise_2_word_dropout,4,31,0.6673579752445221,0.6634255290031433,-0.003932446241378784,0.2814565867185593,0.28394936621189115,0.0024927794933319093
llama,qtsumm,noise_2_word_dropout,5,0,1.1379434406757354,1.1492397040128708,0.011296263337135315,0.2868131399154663,0.2804952561855316,-0.006317883729934692
llama,qtsumm,noise_2_word_dropout,5,1,2.3939552545547484,2.413181149959564,0.019225895404815674,0.2838136076927185,0.2754729211330414,-0.008340686559677124
llama,qtsumm,noise_2_word_dropout,5,2,0.7837326258420945,0.7792556643486023,-0.004476961493492126,0.25941229313611985,0.25937219262123107,-4.0100514888763426e-05
llama,qtsumm,noise_2_word_dropout,5,3,1.0793209195137023,1.0747481018304825,-0.004572817683219909,0.30484496504068376,0.2996781781315804,-0.005166786909103394
llama,qtsumm,noise_2_word_dropout,5,4,1.4165789544582368,1.4079394221305848,-0.008639532327651977,0.4393098443746567,0.3948906511068344,-0.04441919326782227
llama,qtsumm,noise_2_word_dropout,5,5,1.948476380109787,1.9364678978919982,-0.012008482217788696,0.30149706788361075,0.2866658542305231,-0.014831213653087616
llama,qtsumm,noise_2_word_dropout,5,6,1.6543030321598053,1.6493871808052063,-0.004915851354598999,0.32769057154655457,0.30301166921854017,-0.024678902328014375
llama,qtsumm,noise_2_word_dropout,5,7,2.278409320116043,2.274520140886307,-0.003889179229736328,0.309968626499176,0.2947206854820251,-0.015247941017150879
llama,qtsumm,noise_2_word_dropout,5,8,0.8726916998624802,0.8782880544662476,0.005596354603767395,0.25458947153529154,0.2547502359666396,0.0001607644313480705
llama,qtsumm,noise_2_word_dropout,5,9,0.4208222270011902,0.4226406216621399,0.001818394660949707,0.25622843138407914,0.2569771283771843,0.0007486969931051135
llama,qtsumm,noise_2_word_dropout,5,10,0.3757947780191898,0.3764019198715687,0.0006071418523788452,0.250949916645186,0.2510170912355534,6.717459036735818e-05
llama,qtsumm,noise_2_word_dropout,5,11,1.4282412767410277,1.429981642961502,0.0017403662204742432,0.36063268296420575,0.3541186396032572,-0.0065140433609485624
llama,qtsumm,noise_2_word_dropout,5,12,0.971888855099678,0.9743740528821945,0.0024851977825164793,0.2706108748912811,0.2702276900410652,-0.00038318485021591184
llama,qtsumm,noise_2_word_dropout,5,13,0.9847446173429489,0.9835384041070938,-0.0012062132358551026,0.28537293896079063,0.28018637783825395,-0.005186561122536659
llama,qtsumm,noise_2_word_dropout,5,14,0.7991429686546325,0.7962572067975998,-0.002885761857032776,0.26270958930253985,0.2619622595608234,-0.0007473297417163848
llama,qtsumm,noise_2_word_dropout,5,15,1.0719971418380738,1.0698415249586106,-0.002155616879463196,0.27885660231113435,0.28367220163345336,0.004815599322319031
llama,qtsumm,noise_2_word_dropout,5,16,1.8586628258228302,1.8540144205093383,-0.0046484053134918215,0.30010588467121124,0.2921136826276779,-0.007992202043533325
llama,qtsumm,noise_2_word_dropout,5,17,3.0026883482933044,2.9906761050224304,-0.012012243270874023,0.6250366240739822,0.5168704837560654,-0.10816614031791687
llama,qtsumm,noise_2_word_dropout,5,18,2.5679568469524385,2.560276520252228,-0.007680326700210571,0.344103791564703,0.325919172167778,-0.01818461939692497
llama,qtsumm,noise_2_word_dropout,5,19,2.1712495148181916,2.163882178068161,-0.007367336750030517,0.28650266826152804,0.27945533096790315,-0.007047337293624878
llama,qtsumm,noise_2_word_dropout,5,20,1.149972105026245,1.1503622829914093,0.0003901779651641846,0.28730652928352357,0.27962453961372374,-0.007681989669799804
llama,qtsumm,noise_2_word_dropout,5,21,1.2471140593290329,1.2599360167980194,0.012821957468986511,0.2793632924556732,0.2815981298685074,0.0022348374128341674
llama,qtsumm,noise_2_word_dropout,5,22,1.902547788619995,1.9225383937358855,0.019990605115890504,0.36029657945036886,0.33246378004550936,-0.027832799404859544
llama,qtsumm,noise_2_word_dropout,5,23,1.6667604565620422,1.675483626127243,0.008723169565200806,0.3067777991294861,0.30191574692726136,-0.004862052202224731
llama,qtsumm,noise_2_word_dropout,5,24,1.887058937549591,1.8880288004875183,0.0009698629379272461,0.40735818147659303,0.3784671902656555,-0.0288909912109375
llama,qtsumm,noise_2_word_dropout,5,25,1.2069687128067017,1.191761964559555,-0.015206748247146606,0.29096817076206205,0.2928815811872482,0.0019134104251861573
llama,qtsumm,noise_2_word_dropout,5,26,1.4234852135181426,1.420879304409027,-0.0026059091091156007,0.3394953221082687,0.33288054168224335,-0.006614780426025391
llama,qtsumm,noise_2_word_dropout,5,27,1.8568759739398957,1.8397788524627685,-0.017097121477127074,0.5148199051618576,0.46427097022533415,-0.05054893493652344
llama,qtsumm,noise_2_word_dropout,5,28,1.5051019370555878,1.5030199587345123,-0.0020819783210754396,0.4137382984161377,0.3925595819950104,-0.02117871642112732
llama,qtsumm,noise_2_word_dropout,5,29,0.8401280671358109,0.824611222743988,-0.015516844391822816,0.2712663561105728,0.26685776710510256,-0.004408589005470276
llama,qtsumm,noise_2_word_dropout,5,30,1.1168386846780778,1.1099186092615128,-0.006920075416564942,0.3654694497585297,0.34055874347686765,-0.024910706281661987
llama,qtsumm,noise_2_word_dropout,5,31,0.9612827599048615,0.9595044881105423,-0.0017782717943191529,0.2808975398540497,0.27648902535438535,-0.004408514499664307
llama,qtsumm,noise_2_word_dropout,6,0,1.2330661296844483,1.2338250279426575,0.0007588982582092286,0.3075935751199722,0.29931762516498567,-0.008275949954986572
llama,qtsumm,noise_2_word_dropout,6,1,1.2784586608409882,1.270673406124115,-0.007785254716873169,0.3247538447380066,0.32759939432144164,0.0028455495834350587
llama,qtsumm,noise_2_word_dropout,6,2,2.1712347090244295,2.2061215579509734,0.03488684892654419,0.508793956041336,0.5298726320266723,0.021078675985336304
llama,qtsumm,noise_2_word_dropout,6,3,2.117085301876068,2.1358043253421783,0.018719023466110228,0.32438444793224336,0.32119038999080657,-0.0031940579414367677
llama,qtsumm,noise_2_word_dropout,6,4,1.3972156763076782,1.3796146988868714,-0.017600977420806886,0.2749969318509102,0.27845264673233033,0.0034557148814201356
llama,qtsumm,noise_2_word_dropout,6,5,2.137287753820419,2.132307952642441,-0.0049798011779785155,0.3279680281877518,0.31649101078510283,-0.011477017402648925
llama,qtsumm,noise_2_word_dropout,6,6,2.620623028278351,2.6194982647895815,-0.0011247634887695313,0.3936548173427582,0.3543216809630394,-0.03933313637971878
llama,qtsumm,noise_2_word_dropout,6,7,1.37508704662323,1.3603398740291595,-0.014747172594070435,0.31882978677749635,0.31607325077056886,-0.0027565360069274902
llama,qtsumm,noise_2_word_dropout,6,8,0.6984235912561416,0.6972950845956802,-0.0011285066604614258,0.27038067020475864,0.2720589242875576,0.001678254082798958
llama,qtsumm,noise_2_word_dropout,6,9,2.2547900676727295,2.2495487570762633,-0.005241310596466065,0.3891646772623062,0.38089264929294586,-0.008272027969360352
llama,qtsumm,noise_2_word_dropout,6,10,0.691022801399231,0.6824354976415634,-0.00858730375766754,0.2849905177950859,0.2814646527171135,-0.003525865077972412
llama,qtsumm,noise_2_word_dropout,6,11,0.8719657033681869,0.8558276772499085,-0.016138026118278505,0.26393764168024064,0.26221086978912356,-0.001726771891117096
llama,qtsumm,noise_2_word_dropout,6,12,1.3144385457038879,1.307553082704544,-0.006885462999343872,0.33182651102542876,0.31664357483386996,-0.015182936191558838
llama,qtsumm,noise_2_word_dropout,6,13,1.8930960178375245,1.8857881069183349,-0.007307910919189453,0.3898505687713623,0.38250839710235596,-0.0073421716690063475
llama,qtsumm,noise_2_word_dropout,6,14,2.6229686737060547,2.6185755252838137,-0.004393148422241211,0.4142701119184494,0.3884332150220871,-0.025836896896362305
llama,qtsumm,noise_2_word_dropout,6,15,1.5281539857387543,1.5190771758556365,-0.009076809883117676,0.359097957611084,0.3507041871547699,-0.008393770456314087
llama,qtsumm,noise_2_word_dropout,6,16,1.1347618401050568,1.132294100522995,-0.0024677395820617678,0.29171152859926225,0.2848439648747444,-0.006867563724517823
llama,qtsumm,noise_2_word_dropout,6,17,1.5355513393878937,1.530709046125412,-0.004842293262481689,0.36429405212402344,0.3530479907989502,-0.011246061325073243
llama,qtsumm,noise_2_word_dropout,6,18,1.6375472128391266,1.6306981563568115,-0.006849056482315064,0.2971732586622238,0.2844995677471161,-0.012673690915107727
llama,qtsumm,noise_2_word_dropout,6,19,1.6003978371620178,1.598795634508133,-0.0016022026538848877,0.45442113280296326,0.43722493648529054,-0.01719619631767273
llama,qtsumm,noise_2_word_dropout,6,20,3.194603204727173,3.1908987879753115,-0.0037044167518615724,0.4180536448955536,0.41388497948646547,-0.004168665409088135
llama,qtsumm,noise_2_word_dropout,6,21,2.841581380367279,2.8373710751533507,-0.0042103052139282225,0.3654575556516647,0.3596487373113632,-0.005808818340301514
llama,qtsumm,noise_2_word_dropout,6,22,2.3089046895504,2.3003974676132204,-0.008507221937179565,0.35255023241043093,0.3478967726230621,-0.004653459787368775
llama,qtsumm,noise_2_word_dropout,6,23,2.0455724477767943,2.042981946468353,-0.002590501308441162,0.3389132648706436,0.32679072916507723,-0.012122535705566406
llama,qtsumm,noise_2_word_dropout,6,24,2.1324632346630095,2.1511199116706847,0.01865667700767517,0.3257769912481308,0.32308416068553925,-0.0026928305625915526
llama,qtsumm,noise_2_word_dropout,6,25,2.5848547339439394,2.5755019664764403,-0.009352767467498779,0.38862608969211576,0.4047174960374832,0.01609140634536743
llama,qtsumm,noise_2_word_dropout,6,26,1.836071217060089,1.8527301728725434,0.016658955812454225,0.30604771673679354,0.30932307839393614,0.003275361657142639
llama,qtsumm,noise_2_word_dropout,6,27,1.6161628067493439,1.629903882741928,0.013741075992584229,0.43867209553718567,0.42104915380477903,-0.017622941732406618
llama,qtsumm,noise_2_word_dropout,6,28,2.086389493942261,2.1142930150032044,0.027903521060943605,0.28008113987743855,0.2726761519908905,-0.0074049878865480425
llama,qtsumm,noise_2_word_dropout,6,29,1.2864074051380157,1.291367369890213,0.004959964752197265,0.2833105497062206,0.2732250943779945,-0.010085455328226089
llama,qtsumm,noise_2_word_dropout,6,30,0.664297591149807,0.6414444833993912,-0.022853107750415803,0.276178215444088,0.26943447142839433,-0.0067437440156936646
llama,qtsumm,noise_2_word_dropout,6,31,1.3759952425956725,1.3883071422576905,0.012311899662017822,0.3751766478642821,0.4176116608083248,0.042435012944042685
llama,qtsumm,noise_2_word_dropout,7,0,1.5742240965366363,1.566864800453186,-0.007359296083450317,0.27128204703330994,0.2717695593833923,0.0004875123500823975
llama,qtsumm,noise_2_word_dropout,7,1,1.2964301824569702,1.2966706812381745,0.00024049878120422364,0.27157258093357084,0.2699395835399628,-0.0016329973936080933
llama,qtsumm,noise_2_word_dropout,7,2,1.4339214384555816,1.4270961701869964,-0.006825268268585205,0.3518972430378199,0.34696787819266317,-0.00492936484515667
llama,qtsumm,noise_2_word_dropout,7,3,2.164409214258194,2.1859442472457884,0.021535032987594606,0.29639480393379924,0.29911199416965245,0.002717190235853195
llama,qtsumm,noise_2_word_dropout,7,4,2.252129465341568,2.2469088435173035,-0.005220621824264526,0.3148082345724106,0.3174657434225082,0.002657508850097656
llama,qtsumm,noise_2_word_dropout,7,5,0.9330448925495147,0.9290505111217499,-0.003994381427764893,0.274944157153368,0.2750100318342447,6.587468087673187e-05
llama,qtsumm,noise_2_word_dropout,7,6,3.27857369184494,3.270510733127594,-0.008062958717346191,0.40575299561023714,0.376028111577034,-0.029724884033203124
llama,qtsumm,noise_2_word_dropout,7,7,3.258504807949066,3.2510997653007507,-0.00740504264831543,0.36932626366615295,0.3563665449619293,-0.012959718704223633
llama,qtsumm,noise_2_word_dropout,7,8,2.6190178751945496,2.6125357389450072,-0.006482136249542236,0.48117785155773163,0.45846750438213346,-0.022710347175598146
llama,qtsumm,noise_2_word_dropout,7,9,2.2045276761054993,2.196960747241974,-0.007566928863525391,0.3619403332471848,0.3532864063978195,-0.008653926849365234
llama,qtsumm,noise_2_word_dropout,7,10,2.509693455696106,2.51700097322464,0.007307517528533936,0.5149099975824356,0.4679940760135651,-0.04691592156887055
llama,qtsumm,noise_2_word_dropout,7,11,1.7841118037700654,1.7828917980194092,-0.0012200057506561279,0.31732816994190216,0.3163590729236603,-0.0009690970182418823
llama,qtsumm,noise_2_word_dropout,7,12,2.112803339958191,2.108765661716461,-0.004037678241729736,0.2720365792512894,0.280630761384964,0.008594182133674622
llama,qtsumm,noise_2_word_dropout,7,13,2.89703768491745,2.9052568674087524,0.00821918249130249,0.3252006836235523,0.31947682797908783,-0.005723855644464493
llama,qtsumm,noise_2_word_dropout,7,14,1.464989122748375,1.4648636519908904,-0.00012547075748443605,0.30084011554718015,0.30445013046264646,0.0036100149154663086
llama,qtsumm,noise_2_word_dropout,7,15,2.7519842863082884,2.756819784641266,0.004835498332977295,0.5398738637566567,0.5010655492544174,-0.038808314502239226
llama,qtsumm,noise_2_word_dropout,7,16,2.0923089265823362,2.086872124671936,-0.00543680191040039,0.31938339173793795,0.3191182017326355,-0.0002651900053024292
llama,qtsumm,noise_2_word_dropout,7,17,1.8058455526828765,1.8016963958740235,-0.00414915680885315,0.29394105449318886,0.30377129316329954,0.009830238670110703
llama,qtsumm,noise_2_word_dropout,7,18,2.1765770316123962,2.1739849865436556,-0.002592045068740845,0.3514064848423004,0.350510847568512,-0.0008956372737884521
llama,qtsumm,noise_2_word_dropout,7,19,1.6174899339675903,1.6126393139362336,-0.004850620031356811,0.2762149706482887,0.2765271380543709,0.00031216740608215333
llama,qtsumm,noise_2_word_dropout,7,20,2.2064276933670044,2.195508348941803,-0.010919344425201417,0.4032398879528046,0.42040459513664247,0.01716470718383789
llama,qtsumm,noise_2_word_dropout,7,21,3.558284640312195,3.5469115495681764,-0.011373090744018554,0.4157804995775223,0.4098606616258621,-0.005919837951660156
llama,qtsumm,noise_2_word_dropout,7,22,2.575249433517456,2.5656563520431517,-0.0095930814743042,0.3458620846271515,0.367040741443634,0.021178656816482545
llama,qtsumm,noise_2_word_dropout,7,23,2.6288553953170775,2.621586871147156,-0.007268524169921875,0.33894129395484923,0.33876691460609437,-0.0001743793487548828
llama,qtsumm,noise_2_word_dropout,7,24,2.078646582365036,2.077740889787674,-0.0009056925773620605,0.40753423273563383,0.4436663419008255,0.03613210916519165
llama,qtsumm,noise_2_word_dropout,7,25,1.6772505819797516,1.6962131023406983,0.018962520360946655,0.2526103491836693,0.25141417571285274,-0.001196173470816575
llama,qtsumm,noise_2_word_dropout,7,26,2.8235751032829284,2.833041453361511,0.009466350078582764,0.362598842382431,0.35515623092651366,-0.007442611455917359
llama,qtsumm,noise_2_word_dropout,7,27,1.9458563506603241,1.95599684715271,0.010140496492385864,0.2695239394903183,0.26523256711661813,-0.004291372373700142
llama,qtsumm,noise_2_word_dropout,7,28,2.1777544736862184,2.170350855588913,-0.007403618097305298,0.38024196624755857,0.38487977981567384,0.004637813568115235
llama,qtsumm,noise_2_word_dropout,7,29,1.79270139336586,1.7877280712127686,-0.004973322153091431,0.32802102267742156,0.3468418329954147,0.018820810317993163
llama,qtsumm,noise_2_word_dropout,7,30,2.144951808452606,2.1448064029216765,-0.00014540553092956543,0.3332127720117569,0.33336587250232697,0.00015310049057006835
llama,qtsumm,noise_2_word_dropout,7,31,2.3771276593208315,2.371882849931717,-0.00524480938911438,0.34563819169998167,0.36344300508499144,0.017804813385009766
llama,qtsumm,noise_2_word_dropout,8,0,1.785753893852234,1.7778872787952422,-0.007866615056991577,0.4150074291974306,0.37686608768999574,-0.038141341507434846
llama,qtsumm,noise_2_word_dropout,8,1,1.066047191619873,1.0682284384965897,0.0021812468767166138,0.25768511967617086,0.2568136722431518,-0.0008714474330190569
llama,qtsumm,noise_2_word_dropout,8,2,2.5426615834236146,2.540889549255371,-0.0017720341682434082,0.510438185930252,0.4839435964822769,-0.02649458944797516
llama,qtsumm,noise_2_word_dropout,8,3,2.451018142700195,2.466750091314316,0.015731948614120483,0.35760700702667236,0.3490396808832884,-0.00856732614338398
llama,qtsumm,noise_2_word_dropout,8,4,1.5600756108760834,1.548472374677658,-0.011603236198425293,0.3104985266923904,0.3072989732027054,-0.0031995534896850585
llama,qtsumm,noise_2_word_dropout,8,5,2.2068751215934754,2.1986094057559966,-0.008265715837478638,0.3496912032365799,0.3284569770097733,-0.02123422622680664
llama,qtsumm,noise_2_word_dropout,8,6,1.5121540427207947,1.5098803043365479,-0.002273738384246826,0.3132297933101654,0.3143099248409271,0.0010801315307617187
llama,qtsumm,noise_2_word_dropout,8,7,2.977027487754822,2.9715954542160032,-0.005432033538818359,0.44337806701660154,0.4295927047729492,-0.013785362243652344
llama,qtsumm,noise_2_word_dropout,8,8,2.2507436752319334,2.2348534405231475,-0.015890234708786012,0.41245695352554324,0.36874705702066424,-0.043709896504879
llama,qtsumm,noise_2_word_dropout,8,9,2.8191368341445924,2.8198479533195497,0.0007111191749572754,0.31053042151033877,0.2976886421442032,-0.012841779366135597
llama,qtsumm,noise_2_word_dropout,8,10,2.769031858444214,2.7660828709602354,-0.0029489874839782717,0.34895902276039126,0.3325613081455231,-0.016397714614868164
llama,qtsumm,noise_2_word_dropout,8,11,1.7015926659107208,1.6966343164443969,-0.004958349466323853,0.33950790400849656,0.3443036762182601,0.004795772209763527
llama,qtsumm,noise_2_word_dropout,8,12,2.1176524579524996,2.1046249330043794,-0.013027524948120118,0.3620790958404541,0.3436824381351471,-0.018396657705307008
llama,qtsumm,noise_2_word_dropout,8,13,2.147710031270981,2.1418609440326692,-0.005849087238311767,0.32052365243434905,0.30854766070842743,-0.01197599172592163
llama,qtsumm,noise_2_word_dropout,8,14,1.9737765669822693,1.9719474852085113,-0.0018290817737579347,0.31068180203437806,0.3028456807136536,-0.007836121320724487
llama,qtsumm,noise_2_word_dropout,8,15,2.110157334804535,2.1043035328388213,-0.005853801965713501,0.30580273270606995,0.3027583956718445,-0.003044337034225464
llama,qtsumm,noise_2_word_dropout,8,16,2.6997877597808837,2.692570245265961,-0.007217514514923096,0.3979184001684189,0.38235388696193695,-0.015564513206481934
llama,qtsumm,noise_2_word_dropout,8,17,2.5682182192802427,2.5702132105827333,0.0019949913024902345,0.4565687388181686,0.42865245044231415,-0.02791628837585449
llama,qtsumm,noise_2_word_dropout,8,18,2.5956409573554993,2.5830258190631867,-0.012615138292312622,0.5028491497039795,0.47204015254974363,-0.03080899715423584
llama,qtsumm,noise_2_word_dropout,8,19,2.3911921977996826,2.378194606304169,-0.012997591495513916,0.3705249667167664,0.3660758942365646,-0.004449072480201721
llama,qtsumm,noise_2_word_dropout,8,20,1.8969023406505585,1.8983295738697052,0.0014272332191467285,0.4410406112670898,0.41298136711120603,-0.02805924415588379
llama,qtsumm,noise_2_word_dropout,8,21,2.287261974811554,2.2871405720710754,-0.00012140274047851562,0.44924296736717223,0.4172210395336151,-0.03202192783355713
llama,qtsumm,noise_2_word_dropout,8,22,1.4224404633045196,1.4100199520587922,-0.01242051124572754,0.29516504183411596,0.2920388773083687,-0.0031261645257472993
llama,qtsumm,noise_2_word_dropout,8,23,1.921531730890274,1.9155579090118409,-0.005973821878433228,0.29269581139087675,0.2907208353281021,-0.001974976062774658
llama,qtsumm,noise_2_word_dropout,8,24,2.348519706726074,2.343627941608429,-0.0048917651176452635,0.3494609482586384,0.34373852610588074,-0.005722422152757645
llama,qtsumm,noise_2_word_dropout,8,25,2.1178554594516754,2.105660194158554,-0.012195265293121338,0.4633914828300476,0.45388948619365693,-0.009501996636390685
llama,qtsumm,noise_2_word_dropout,8,26,2.315368539094925,2.311935639381409,-0.0034328997135162354,0.400104658305645,0.3881431192159653,-0.011961539089679719
llama,qtsumm,noise_2_word_dropout,8,27,2.557707595825195,2.5513447761535644,-0.006362819671630859,0.3624297231435776,0.3484617114067078,-0.013968011736869812
llama,qtsumm,noise_2_word_dropout,8,28,2.5400025725364683,2.5370232999324798,-0.0029792726039886475,0.34971956312656405,0.3291718751192093,-0.020547688007354736
llama,qtsumm,noise_2_word_dropout,8,29,2.6805363655090333,2.679200267791748,-0.0013360977172851562,0.44200448542833326,0.3966755136847496,-0.045328971743583676
llama,qtsumm,noise_2_word_dropout,8,30,2.9354095578193666,2.9290483713150026,-0.006361186504364014,0.4410721778869629,0.4138932704925537,-0.02717890739440918
llama,qtsumm,noise_2_word_dropout,8,31,2.7609673857688906,2.7544305682182313,-0.00653681755065918,0.5223776668310165,0.47976376712322233,-0.04261389970779419
llama,qtsumm,noise_2_word_dropout,9,0,3.257457709312439,3.2475433707237245,-0.0099143385887146,0.42073657512664797,0.39671075344085693,-0.024025821685791017
llama,qtsumm,noise_2_word_dropout,9,1,2.9280948758125307,2.9163822531700134,-0.01171262264251709,0.6435357511043549,0.5653296828269958,-0.07820606827735901
llama,qtsumm,noise_2_word_dropout,9,2,2.9316940546035766,2.922660231590271,-0.009033823013305664,0.5749887183308602,0.4948774814605713,-0.08011123687028884
llama,qtsumm,noise_2_word_dropout,9,3,3.1265851140022276,3.130432832241058,0.0038477182388305664,0.38477700799703596,0.3416066762059927,-0.04317033179104328
llama,qtsumm,noise_2_word_dropout,9,4,2.1551245987415313,2.146327906847,-0.00879669189453125,0.36374611854553224,0.36211771965026857,-0.0016283988952636719
llama,qtsumm,noise_2_word_dropout,9,5,2.1103174328804015,2.0934289157390595,-0.016888517141342162,0.3443130314350128,0.3124669849872589,-0.031846046447753906
